iter	Passed	Remaining
1668	25160	12527
1669	25175	12512
1670	25186	12495
1671	25197	12478
1672	25212	12462
1673	25229	12448
1674	25243	12433
1675	25257	12417
1676	25271	12402
1677	25290	12389
1678	25316	12379
1679	25329	12363
1680	25341	12346
1681	25356	12331
1682	25375	12318
1683	25398	12307
1684	25416	12293
1685	25435	12280
1686	25450	12264
1687	25461	12248
1688	25478	12233
1689	25492	12218
1690	25507	12203
1691	25515	12184
1692	25525	12167
1693	25540	12152
1694	25556	12137
1695	25562	12117
1696	25573	12101
1697	25591	12087
1698	25608	12073
1699	25619	12056
1700	25633	12040
1701	25645	12024
1702	25659	12008
1703	25668	11990
1704	25677	11972
1705	25687	11955
1706	25705	11941
1707	25716	11924
1708	25730	11909
1709	25747	11895
1710	25762	11880
1711	25771	11862
1712	25783	11845
1713	25798	11830
1714	25815	11816
1715	25832	11802
1716	25845	11786
1717	25865	11773
1718	25882	11759
1719	25897	11744
1720	25912	11728
1721	25928	11714
1722	25937	11696
1723	25951	11681
1724	25960	11663
1725	25980	11650
1726	25991	11633
1727	25999	11615
1728	26013	11600
1729	26030	11585
1730	26047	11571
1731	26071	11560
1732	26093	11548
1733	26103	11531
1734	26115	11515
1735	26130	11499
1736	26144	11484
1737	26155	11467
1738	26168	11451
1739	26179	11434
1740	26196	11420
1741	26198	11399
1742	26212	11384
1743	26227	11369
1744	26238	11352
1745	26249	11335
1746	26260	11319
1747	26278	11304
1748	26299	11292
1749	26318	11279
1750	26330	11262
1751	26342	11246
1752	26357	11231
1753	26371	11216
1754	26376	11197
1755	26382	11178
1756	26396	11162
1757	26402	11143
1758	26417	11128
1759	26430	11112
1760	26447	11098
1761	26458	11082
1762	26475	11067
1763	26489	11052
1764	26502	11036
1765	26519	11022
1766	26534	11007
1767	26555	10994
1768	26571	10980
1769	26585	10964
1770	26605	10951
1771	26617	10935
1772	26634	10921
1773	26648	10905
1774	26663	10890
1775	26678	10875
1776	26697	10862
1777	26712	10847
1778	26721	10829
1779	26735	10814
1780	26746	10797
1781	26765	10784
1782	26780	10769
1783	26794	10753
1784	26806	10737
1785	26821	10722
1786	26832	10706
1787	26850	10692
1788	26861	10675
1789	26870	10658
1790	26878	10640
1791	26892	10624
1792	26906	10609
1793	26914	10591
1794	26925	10575
1795	26937	10558
1796	26951	10543
1797	26971	10530
1798	26989	10516
1799	27001	10500
1800	27015	10485
1801	27025	10468
1802	27037	10452
1803	27048	10435
1804	27057	10418
1805	27074	10404
1806	27091	10389
1807	27102	10373
1808	27111	10355
1809	27125	10340
1810	27130	10322
1811	27142	10305
1812	27158	10291
1813	27169	10274
1814	27178	10257
1815	27192	10241
1816	27200	10224
1817	27211	10208
1818	27225	10192
1819	27241	10177
1820	27271	10168
1821	27289	10155
1822	27300	10138
1823	27310	10121
1824	27337	10111
1825	27352	10096
1826	27367	10081
1827	27376	10063
1828	27395	10050
1829	27406	10034
1830	27416	10017
1831	27430	10001
1832	27456	9990
1833	27470	9975
1834	27478	9958
1835	27495	9943
1836	27506	9927
1837	27513	9909
1838	27524	9893
1839	27536	9877
1840	27544	9859
1841	27556	9843
1842	27571	9828
1843	27586	9813
1844	27597	9797
1845	27609	9781
1846	27623	9766
1847	27632	9749
1848	27656	9737
1849	27668	9721
1850	27687	9707
1851	27696	9690
1852	27710	9675
1853	27726	9660
1854	27735	9643
1855	27750	9628
1856	27758	9611
1857	27769	9595
1858	27778	9578
1859	27790	9562
1860	27805	9547
1861	27819	9532
1862	27837	9518
1863	27846	9501
1864	27862	9486
1865	27880	9472
1866	27891	9456
1867	27908	9442
1868	27920	9426
1869	27931	9410
1870	27939	9392
1871	27953	9377
1872	27962	9360
1873	27968	9342
1874	27974	9324
1875	27995	9311
1876	28001	9293
1877	28009	9276
1878	28023	9261
1879	28047	9249
1880	28062	9234
1881	28073	9218
1882	28106	9209
1883	28117	9193
1884	28129	9177
1885	28143	9162
1886	28163	9148
1887	28174	9132
1888	28191	9118
1889	28208	9104
1890	28222	9088
1891	28235	9073
1892	28247	9057
1893	28258	9041
1894	28271	9026
1895	28288	9011
1896	28304	8997
1897	28322	8983
1898	28334	8967
1899	28342	8950
1900	28354	8934
1901	28368	8919
1902	28385	8905
1903	28399	8889
1904	28428	8879
1905	28445	8864
1906	28459	8849
1907	28465	8832
1908	28479	8816
1909	28485	8799
1910	28493	8782
1911	28513	8768
1912	28533	8755
1913	28548	8740
1914	28564	8725
1915	28578	8710
1916	28590	8694
1917	28604	8679
1918	28622	8665
1919	28633	8649
1920	28642	8632
1921	28647	8615
1922	28664	8600
1923	28672	8584
1924	28690	8569
1925	28720	8559
1926	28725	8541
1927	28738	8526
1928	28752	8511
1929	28772	8497
1930	28792	8484
1931	28826	8474
1932	28844	8460
1933	28864	8447
1934	28876	8431
1935	28879	8413
1936	28900	8399
1937	28905	8382
1938	28930	8370
1939	28947	8356
1940	28966	8342
1941	28982	8327
1942	28988	8310
1943	29006	8296
1944	29015	8279
1945	29027	8263
1946	29045	8249
1947	29062	8235
1948	29074	8219
1949	29092	8205
1950	29097	8187
1951	29109	8172
1952	29124	8157
1953	29153	8146
1954	29165	8130
1955	29178	8115
1956	29193	8100
1957	29212	8086
1958	29218	8068
1959	29233	8054
1960	29244	8038
1961	29266	8025
1962	29296	8014
1963	29303	7997
1964	29316	7981
1965	29332	7967
1966	29338	7949
1967	29355	7935
1968	29369	7920
1969	29381	7904
1970	29401	7891
1971	29429	7879
1972	29448	7865
1973	29454	7848
1974	29471	7834
1975	29491	7820
1976	29510	7806
1977	29526	7792
1978	29543	7777
1979	29556	7762
1980	29562	7745
1981	29565	7727
1982	29591	7715
1983	29603	7699
1984	29617	7684
1985	29628	7668
1986	29640	7652
1987	29642	7634
1988	29657	7619
1989	29672	7604
1990	29686	7589
1991	29698	7573
1992	29713	7558
1993	29729	7544
1994	29746	7529
1995	29764	7515
1996	29795	7504
1997	29804	7488
1998	29818	7473
1999	29840	7460
2000	29855	7445
2001	29878	7432
2002	29895	7418
2003	29905	7401
2004	29911	7384
2005	29922	7368
2006	29931	7352
2007	29948	7338
2008	29977	7326
2009	29989	7310
2010	30009	7297
2011	30024	7282
2012	30041	7267
2013	30047	7250
2014	30067	7237
2015	30078	7221
2016	30088	7205
2017	30103	7190
2018	30136	7179
2019	30154	7165
2020	30166	7149
2021	30184	7135
2022	30193	7119
2023	30213	7105
2024	30228	7090
2025	30235	7073
2026	30249	7058
2027	30258	7042
2028	30277	7028
2029	30290	7013
2030	30305	6998
2031	30322	6983
2032	30337	6968
2033	30349	6953
2034	30358	6937
2035	30373	6922
2036	30384	6906
2037	30394	6890
2038	30413	6876
2039	30441	6864
2040	30464	6851
2041	30475	6835
2042	30489	6820
2043	30510	6806
2044	30526	6791
2045	30535	6775
2046	30547	6760
2047	30566	6746
2048	30580	6730
2049	30586	6714
2050	30597	6698
2051	30608	6682
2052	30623	6667
2053	30643	6653
2054	30656	6638
2055	30659	6620
2056	30664	6604
2057	30671	6587
2058	30687	6572
2059	30699	6557
2060	30732	6546
2061	30751	6532
2062	30778	6519
2063	30793	6504
2064	30802	6488
2065	30815	6473
2066	30830	6458
2067	30845	6443
2068	30863	6429
2069	30869	6412
2070	30885	6397
2071	30901	6383
2072	30907	6366
2073	30912	6349
2074	30921	6333
2075	30939	6318
2076	30959	6305
2077	30975	6290
2078	30998	6277
2079	31014	6262
2080	31032	6248
2081	31046	6233
2082	31067	6219
2083	31084	6205
2084	31090	6188
2085	31107	6173
2086	31125	6159
2087	31140	6144
2088	31148	6128
2089	31152	6111
2090	31167	6096
2091	31179	6080
2092	31194	6065
2093	31203	6049
2094	31211	6033
2095	31232	6019
2096	31249	6005
2097	31261	5989
2098	31273	5974
2099	31289	5959
2100	31303	5944
2101	31313	5928
2102	31318	5912
2103	31329	5896
2104	31356	5884
2105	31369	5868
2106	31393	5855
2107	31418	5842
2108	31442	5829
2109	31451	5813
2110	31467	5798
2111	31479	5783
2112	31482	5766
2113	31499	5751
2114	31514	5736
2115	31530	5721
2116	31541	5706
2117	31549	5690
2118	31562	5674
2119	31584	5661
2120	31599	5646
2121	31604	5629
2122	31620	5615
2123	31638	5600
2124	31656	5586
2125	31670	5571
2126	31686	5556
2127	31714	5544
2128	31739	5530
2129	31748	5515
2130	31763	5500
2131	31787	5486
2132	31801	5471
2133	31818	5457
2134	31836	5442
2135	31858	5429
2136	31876	5414
2137	31893	5400
2138	31911	5385
2139	31923	5370
2140	31953	5357
2141	31974	5344
2142	31989	5329
2143	32004	5314
2144	32019	5299
2145	32036	5284
2146	32061	5271
2147	32082	5257
2148	32102	5243
2149	32113	5227
2150	32136	5214
2151	32146	5198
2152	32173	5185
2153	32186	5170
2154	32198	5154
2155	32213	5139
2156	32246	5127
2157	32258	5112
2158	32278	5098
2159	32284	5081
2160	32296	5066
2161	32305	5050
2162	32335	5037
2163	32369	5025
2164	32383	5010
2165	32397	4995
2166	32400	4978
2167	32415	4964
2168	32431	4949
2169	32445	4934
2170	32463	4919
2171	32478	4904
2172	32498	4890
2173	32513	4875
2174	32535	4861
2175	32550	4846
2176	32567	4831
2177	32593	4818
2178	32604	4803
2179	32619	4788
2180	32631	4772
2181	32655	4759
2182	32667	4743
2183	32698	4731
2184	32721	4717
2185	32739	4702
2186	32760	4688
2187	32779	4674
2188	32795	4659
2189	32809	4644
2190	32825	4629
2191	32840	4614
2192	32846	4598
2193	32858	4582
2194	32866	4566
2195	32879	4551
2196	32897	4537
2197	32911	4521
2198	32937	4508
2199	32949	4493
2200	32970	4478
2201	32985	4464
2202	33000	4448
2203	33009	4433
2204	33047	4421
2205	33055	4405
2206	33076	4391
2207	33088	4375
2208	33100	4360
2209	33115	4345
2210	33123	4329
2211	33132	4313
2212	33157	4300
2213	33171	4285
2214	33183	4269
2215	33198	4254
2216	33215	4240
2217	33227	4224
2218	33242	4209
2219	33258	4194
2220	33281	4180
2221	33297	4165
2222	33316	4151
2223	33331	4136
2224	33339	4120
2225	33359	4106
2226	33374	4091
2227	33390	4076
2228	33399	4060
2229	33409	4045
2230	33432	4031
2231	33463	4018
2232	33494	4004
2233	33511	3990
2234	33528	3975
2235	33543	3960
2236	33573	3947
2237	33591	3932
2238	33605	3917
2239	33622	3902
2240	33639	3887
2241	33650	3872
2242	33662	3856
2243	33676	3841
2244	33688	3826
2245	33706	3811
2246	33715	3796
2247	33743	3782
2248	33757	3767
2249	33758	3750
2250	33770	3735
2251	33782	3720
2252	33791	3704
2253	33806	3689
2254	33819	3674
2255	33830	3659
2256	33849	3644
2257	33866	3629
2258	33890	3615
2259	33923	3602
2260	33934	3587
2261	33943	3571
2262	33969	3557
2263	33975	3541
2264	34005	3528
2265	34025	3513
2266	34043	3498
2267	34054	3483
2268	34060	3467
2269	34072	3452
2270	34084	3436
2271	34096	3421
2272	34102	3405
2273	34117	3390
2274	34144	3376
2275	34163	3362
2276	34187	3348
2277	34202	3333
2278	34214	3317
2279	34222	3302
2280	34240	3287
2281	34257	3272
2282	34279	3258
2283	34296	3243
2284	34311	3228
2285	34313	3212
2286	34322	3196
2287	34337	3181
2288	34354	3166
2289	34374	3152
2290	34392	3137
2291	34403	3122
2292	34421	3107
2293	34432	3092
2294	34444	3076
2295	34461	3061
2296	34481	3047
2297	34501	3032
2298	34513	3017
2299	34529	3002
2300	34551	2988
2301	34567	2973
2302	34576	2957
2303	34585	2942
2304	34603	2927
2305	34619	2912
2306	34640	2897
2307	34661	2883
2308	34676	2868
2309	34693	2853
2310	34699	2837
2311	34724	2823
2312	34735	2808
2313	34748	2793
2314	34763	2778
2315	34774	2762
2316	34783	2747
2317	34792	2731
2318	34804	2716
2319	34817	2701
2320	34829	2686
2321	34844	2671
2322	34861	2656
2323	34874	2641
2324	34891	2626
2325	34900	2610
2326	34914	2595
2327	34922	2580
2328	34934	2564
2329	34948	2549
2330	34957	2534
2331	34972	2519
2332	34982	2504
2333	35000	2489
2334	35015	2474
2335	35026	2459
2336	35032	2443
2337	35044	2428
2338	35059	2413
2339	35068	2397
2340	35087	2383
2341	35099	2367
2342	35120	2353
2343	35127	2337
2344	35132	2322
2345	35144	2306
2346	35166	2292
2347	35193	2278
2348	35207	2263
2349	35216	2247
2350	35225	2232
2351	35245	2217
2352	35252	2202
2353	35270	2187
2354	35279	2172
2355	35295	2157
2356	35304	2141
2357	35324	2127
2358	35343	2112
2359	35358	2097
2360	35359	2081
2361	35370	2066
2362	35377	2051
2363	35391	2036
2364	35408	2021
2365	35433	2006
2366	35444	1991
2367	35455	1976
2368	35483	1962
2369	35499	1947
2370	35523	1932
2371	35541	1917
2372	35555	1902
2373	35568	1887
2374	35579	1872
2375	35591	1857
2376	35611	1842
2377	35628	1827
2378	35640	1812
2379	35653	1797
2380	35667	1782
2381	35681	1767
2382	35693	1752
2383	35704	1737
2384	35721	1722
2385	35737	1707
2386	35749	1692
2387	35769	1677
2388	35781	1662
2389	35795	1647
2390	35804	1632
2391	35818	1617
2392	35832	1602
2393	35844	1587
2394	35858	1572
2395	35875	1557
2396	35887	1542
2397	35895	1526
2398	35898	1511
2399	35910	1496
2400	35922	1481
2401	35939	1466
2402	35954	1451
2403	35966	1436
2404	35992	1421
2405	36004	1406
2406	36010	1391
2407	36025	1376
2408	36043	1361
2409	36058	1346
2410	36067	1331
2411	36078	1316
2412	36097	1301
2413	36115	1286
2414	36139	1272
2415	36158	1257
2416	36172	1242
2417	36187	1227
2418	36193	1211
2419	36201	1196
2420	36218	1181
2421	36227	1166
2422	36241	1151
2423	36260	1136
2424	36289	1122
2425	36299	1107
2426	36316	1092
2427	36332	1077
2428	36349	1062
2429	36366	1047
2430	36380	1032
2431	36389	1017
2432	36404	1002
2433	36421	987
2434	36448	972
2435	36459	957
2436	36471	942
2437	36483	927
2438	36495	912
2439	36509	897
2440	36518	882
2441	36534	867
2442	36545	852
2443	36565	837
2444	36579	822
2445	36591	807
2446	36603	792
2447	36612	777
2448	36618	762
2449	36630	747
2450	36641	732
2451	36674	717
2452	36699	703
2453	36716	688
2454	36722	673
2455	36737	658
2456	36749	643
2457	36764	628
2458	36782	613
2459	36799	598
2460	36815	583
2461	36824	568
2462	36836	553
2463	36842	538
2464	36853	523
2465	36866	508
2466	36887	493
2467	36898	478
2468	36925	463
2469	36943	448
2470	36955	433
2471	36975	418
2472	37000	403
2473	37006	388
2474	37020	373
2475	37034	358
2476	37052	344
2477	37067	329
2478	37087	314
2479	37096	299
2480	37116	284
2481	37131	269
2482	37145	254
2483	37163	239
2484	37179	224
2485	37187	209
2486	37199	194
2487	37216	179
2488	37229	164
2489	37247	149
2490	37263	134
2491	37282	119
2492	37298	104
2493	37314	89
2494	37335	74
2495	37353	59
2496	37379	44
2497	37392	29
2498	37407	14
2499	37422	0
