iter	RMSE
1510	0.1509278835
1511	0.1508842477
1512	0.1508266698
1513	0.1507315423
1514	0.1506533925
1515	0.1506103988
1516	0.1506102845
1517	0.1505355126
1518	0.1504792312
1519	0.1504340379
1520	0.1504062321
1521	0.1503638979
1522	0.1503328549
1523	0.1502971326
1524	0.1502576727
1525	0.1501845226
1526	0.1501699745
1527	0.1501239256
1528	0.1500846872
1529	0.1500374951
1530	0.1498745693
1531	0.1498319313
1532	0.1497994393
1533	0.1497859773
1534	0.1496756761
1535	0.1496223697
1536	0.1495890412
1537	0.1494843594
1538	0.1494156006
1539	0.1493462943
1540	0.1492950131
1541	0.1492445775
1542	0.1491981381
1543	0.1491449283
1544	0.1489955664
1545	0.1489678316
1546	0.1489334728
1547	0.1488167841
1548	0.1487457744
1549	0.1486936679
1550	0.1486073496
1551	0.1485612224
1552	0.1484984922
1553	0.1484760741
1554	0.1484092491
1555	0.1483146571
1556	0.1482472039
1557	0.1481951995
1558	0.1481425363
1559	0.1481054654
1560	0.1479993359
1561	0.1479756403
1562	0.1478851883
1563	0.1478143915
1564	0.1477969396
1565	0.1477352718
1566	0.1476665819
1567	0.1476473643
1568	0.1475770353
1569	0.1475168942
1570	0.1474068985
1571	0.1473820028
1572	0.1473239188
1573	0.1473094096
1574	0.1471985507
1575	0.1471568604
1576	0.1471026161
1577	0.1470505455
1578	0.1469992508
1579	0.146817887
1580	0.1467664853
1581	0.146691669
1582	0.1466654094
1583	0.1465834037
1584	0.1465244245
1585	0.1464830625
1586	0.1463489023
1587	0.1463208736
1588	0.1462567714
1589	0.1462157988
1590	0.1461886681
1591	0.1461423265
1592	0.1460721474
1593	0.1460103647
1594	0.1459755998
1595	0.1459372532
1596	0.1458432279
1597	0.1458344974
1598	0.1457625207
1599	0.1456353066
1600	0.1455577279
1601	0.1454375681
1602	0.145368967
1603	0.1453424057
1604	0.1452745425
1605	0.1451126103
1606	0.1450821387
1607	0.1450357339
1608	0.1450160922
1609	0.1449561191
1610	0.144863726
1611	0.1447745322
1612	0.1447652059
1613	0.144648518
1614	0.1446267481
1615	0.1446007416
1616	0.1445708387
1617	0.144476852
1618	0.144442757
1619	0.1444121311
1620	0.1442952659
1621	0.144228677
1622	0.1442014307
1623	0.1441638421
1624	0.1441073486
1625	0.1440245725
1626	0.1440171067
1627	0.1439402299
1628	0.1438820118
1629	0.1437820949
1630	0.1437507168
1631	0.143690203
1632	0.1436816112
1633	0.1436547099
1634	0.1436224284
1635	0.1436013148
1636	0.1435187785
1637	0.1434708582
1638	0.1434312457
1639	0.1433806216
1640	0.1433025574
1641	0.1432630556
1642	0.1432123428
1643	0.1431832308
1644	0.143143926
1645	0.1431161831
1646	0.1430439631
1647	0.1429555947
1648	0.1429197487
1649	0.1428289942
1650	0.142735859
1651	0.142628131
1652	0.1424897507
1653	0.1424614811
1654	0.142348009
1655	0.1422626728
1656	0.14217276
1657	0.1421520522
1658	0.142046123
1659	0.1419773687
1660	0.1419465025
1661	0.1418409248
1662	0.1417482
1663	0.1417125549
1664	0.1416442202
1665	0.1415761695
1666	0.1415566002
1667	0.1415165238
1668	0.141430584
1669	0.1413659004
1670	0.1413275631
1671	0.1412633387
1672	0.1411891731
1673	0.1411428857
1674	0.1411189129
1675	0.1410225671
1676	0.1409722385
1677	0.1408302984
1678	0.1407871131
1679	0.1407148715
1680	0.1406148883
1681	0.1405837486
1682	0.1405050239
1683	0.1404842316
1684	0.1404396657
1685	0.1404268788
1686	0.1403520312
1687	0.1402952556
1688	0.14020658
1689	0.1401774551
1690	0.1401047342
1691	0.1400334406
1692	0.1399525051
1693	0.1399211576
1694	0.1398847254
1695	0.139846541
1696	0.1398242663
1697	0.1398000927
1698	0.1397766291
1699	0.1396963202
1700	0.1396348216
1701	0.1396007666
1702	0.1395614816
1703	0.139514782
1704	0.1394218918
1705	0.1393110737
1706	0.1392873237
1707	0.1392767404
1708	0.1391962334
1709	0.1391439718
1710	0.139098173
1711	0.1390171352
1712	0.1389713557
1713	0.1389234097
1714	0.1388195543
1715	0.1388023091
1716	0.1387174006
1717	0.1386260713
1718	0.1385486517
1719	0.1385205137
1720	0.1384413345
1721	0.1383513678
1722	0.1383204681
1723	0.1382263295
1724	0.1381550399
1725	0.1380741281
1726	0.1379854664
1727	0.1379378843
1728	0.1378525146
1729	0.1378230155
1730	0.137801047
1731	0.1377583988
1732	0.1377381533
1733	0.1376087021
1734	0.1375899218
1735	0.1375183722
1736	0.1374558805
1737	0.1374138397
1738	0.1373921746
1739	0.137330919
1740	0.1372643929
1741	0.137208656
1742	0.1371376602
1743	0.1370989085
1744	0.1369927412
1745	0.1369277418
1746	0.1368404469
1747	0.1368210007
1748	0.1367715157
1749	0.1367215175
1750	0.1366228471
1751	0.1366088749
1752	0.1365692829
1753	0.1365348653
1754	0.1365041489
1755	0.1364812142
1756	0.1364223841
1757	0.1363522499
1758	0.1363345451
1759	0.1362673713
1760	0.1362559478
1761	0.1361833612
1762	0.1361135734
1763	0.1360900774
1764	0.1360555106
1765	0.1360279471
1766	0.1359865861
1767	0.1359360569
1768	0.1358935371
1769	0.1358328447
1770	0.1358169948
1771	0.1357702456
1772	0.1357216604
1773	0.1356578759
1774	0.1355743779
1775	0.1355217988
1776	0.1354561094
1777	0.1354293405
1778	0.1353627315
1779	0.1353322472
1780	0.1352710539
1781	0.135242157
1782	0.1352188487
1783	0.1351881045
1784	0.1351135837
1785	0.1350710962
1786	0.1350324182
1787	0.1349794039
1788	0.1348740206
1789	0.1348499381
1790	0.1347673672
1791	0.1346409639
1792	0.1345669789
1793	0.1345213831
1794	0.1344907693
1795	0.1343610424
1796	0.1343092916
1797	0.1342881152
1798	0.13420642
1799	0.1341692387
1800	0.1341168066
1801	0.1340623965
1802	0.1340220529
1803	0.1339349052
1804	0.1338762874
1805	0.1338349893
1806	0.133811725
1807	0.1337249295
1808	0.1336463451
1809	0.1335969176
1810	0.1334985295
1811	0.13346419
1812	0.1334387175
1813	0.1333839722
1814	0.1333537554
1815	0.1333170138
1816	0.1332600734
1817	0.1331714356
1818	0.1331413302
1819	0.1330765358
1820	0.1329596306
1821	0.1329229069
1822	0.1328403687
1823	0.1328033567
1824	0.132770328
1825	0.132739221
1826	0.1327172342
1827	0.1326715839
1828	0.1326451981
1829	0.1326288356
1830	0.1324497643
1831	0.1323929668
1832	0.1323805037
1833	0.1322917803
1834	0.1322383075
1835	0.1321902519
1836	0.1321406882
1837	0.1320268981
1838	0.1319855871
1839	0.1319362791
1840	0.1319144108
1841	0.1318472007
1842	0.1317614554
1843	0.1316865897
1844	0.1316260672
1845	0.1315976306
1846	0.1315493586
1847	0.1315191651
1848	0.1314887323
1849	0.1314252735
1850	0.1314003488
1851	0.1313516016
1852	0.1313350828
1853	0.1312592437
1854	0.1312318579
1855	0.1311554605
1856	0.1310916151
1857	0.1310299681
1858	0.130954906
1859	0.1308991596
1860	0.1308571665
1861	0.1308316086
1862	0.1307798703
1863	0.1307364866
1864	0.1306147888
1865	0.1305204346
1866	0.1304705308
1867	0.1303994993
1868	0.1303676705
1869	0.130342956
1870	0.1302505697
1871	0.1302079544
1872	0.1301714135
1873	0.1301142212
1874	0.1299999451
1875	0.1299678252
1876	0.1299122842
1877	0.1298774466
1878	0.1298265141
1879	0.1297275697
1880	0.1296754072
1881	0.1296513704
1882	0.1296263979
1883	0.1295820862
1884	0.1295474588
1885	0.1294601791
1886	0.129452869
1887	0.129425764
1888	0.1293674424
1889	0.1292898602
1890	0.1292656959
1891	0.1292207715
1892	0.1291748045
1893	0.1291349012
1894	0.1290995171
1895	0.1290260623
1896	0.1289423525
1897	0.128897936
1898	0.1288359321
1899	0.1287478203
1900	0.1286933595
1901	0.1286020295
1902	0.1285792685
1903	0.1284973429
1904	0.1284277306
1905	0.1283625968
1906	0.1283252268
1907	0.1282873735
1908	0.1281639021
1909	0.1281263679
1910	0.1280880365
1911	0.1280424552
1912	0.1279939692
1913	0.1279501586
1914	0.1278745274
1915	0.1278554868
1916	0.127796505
1917	0.1277317145
1918	0.1277010436
1919	0.1276601028
1920	0.1276441021
1921	0.1275948954
1922	0.1275744891
1923	0.1275519313
1924	0.127470426
1925	0.1274439737
1926	0.1274112168
1927	0.1273819618
1928	0.1273365157
1929	0.1273145009
1930	0.1272981919
1931	0.1272530872
1932	0.1272279668
1933	0.1272044926
1934	0.1271448877
1935	0.1271207752
1936	0.1270634058
1937	0.127022646
1938	0.1269843738
1939	0.1269655952
1940	0.1269040306
1941	0.1268574901
1942	0.1267588743
1943	0.1267244038
1944	0.1266179352
1945	0.1265718085
1946	0.1264737419
1947	0.126428869
1948	0.1263638179
1949	0.1263357285
1950	0.1262848853
1951	0.1262345094
1952	0.1261994597
1953	0.1261557972
1954	0.1261020086
1955	0.1260704223
1956	0.1260470985
1957	0.1260404653
1958	0.1260031905
1959	0.1259644449
1960	0.1259461686
1961	0.1259077366
1962	0.1258194306
1963	0.1257380431
1964	0.12565634
1965	0.1256377899
1966	0.1255755151
1967	0.125531562
1968	0.1255136622
1969	0.1254760197
1970	0.1254360893
1971	0.1254144212
1972	0.1253732119
1973	0.1253250492
1974	0.125279585
1975	0.1252166185
1976	0.125107092
1977	0.1250887763
1978	0.1250177585
1979	0.1249244476
1980	0.1248862431
1981	0.1248200079
1982	0.1248024871
1983	0.1247607398
1984	0.1247275465
1985	0.1246322287
1986	0.1245534616
1987	0.1244772058
1988	0.1244303246
1989	0.1244163808
1990	0.1243790581
1991	0.124315673
1992	0.1242568029
1993	0.1242018035
1994	0.12416605
1995	0.1241039437
1996	0.1240412688
1997	0.1240120692
1998	0.1239926922
1999	0.1239704846
2000	0.1239430627
2001	0.1239356974
2002	0.1238449584
2003	0.1237652321
2004	0.1237133513
2005	0.1236512894
2006	0.1235620875
2007	0.1235115025
2008	0.1234552252
2009	0.1234323733
2010	0.1233844188
2011	0.1233681379
2012	0.1233352613
2013	0.1232696708
2014	0.1232475631
2015	0.1231894027
2016	0.1231205665
2017	0.123063805
2018	0.1230224094
2019	0.1229927565
2020	0.122923027
2021	0.1228520874
2022	0.122827552
2023	0.1227579064
2024	0.1227253648
2025	0.122677386
2026	0.122661774
2027	0.1226195675
2028	0.122564939
2029	0.1224792285
2030	0.1224400949
2031	0.1223991665
2032	0.1223879497
2033	0.1223197148
2034	0.1222688857
2035	0.1221930978
2036	0.1221502053
2037	0.1221173652
2038	0.1220787215
2039	0.1220296004
2040	0.121950666
2041	0.1219089302
2042	0.121893958
2043	0.1218692752
2044	0.1218109778
2045	0.1217984851
2046	0.1217257324
2047	0.121636497
2048	0.1215672629
2049	0.121479428
2050	0.1214648863
2051	0.1213950758
2052	0.1213658512
2053	0.1213238373
2054	0.1212693233
2055	0.1211530957
2056	0.1210990835
2057	0.1210735533
2058	0.1210282603
2059	0.1210085668
2060	0.1210036424
2061	0.1209642216
2062	0.1209426352
2063	0.1208858871
2064	0.1208416301
2065	0.1208324294
2066	0.1207787355
2067	0.1207366384
2068	0.1206984263
2069	0.120656688
2070	0.1206217172
2071	0.1205983072
2072	0.1205693286
2073	0.1205424751
2074	0.1204973594
2075	0.1204778226
2076	0.1204285799
2077	0.1203982889
2078	0.1203744923
2079	0.1203453424
2080	0.120304038
2081	0.1202737946
2082	0.1202144939
2083	0.1201732981
2084	0.120132928
2085	0.120095071
2086	0.1200749587
2087	0.1200015758
2088	0.1199468269
2089	0.11991403
2090	0.1198506165
2091	0.1197924214
2092	0.1197305936
2093	0.1196995144
2094	0.1196633767
2095	0.1196288905
2096	0.1195729856
2097	0.1195276466
2098	0.1194701105
2099	0.1194272364
2100	0.1193715032
2101	0.1193463453
2102	0.1192852895
2103	0.1192213153
2104	0.1191384721
2105	0.1190929974
2106	0.1190711361
2107	0.1190262596
2108	0.1189272587
2109	0.1188553721
2110	0.1188336113
2111	0.1188001283
2112	0.1187789841
2113	0.1187007734
2114	0.1186429695
2115	0.1186254602
2116	0.118576408
2117	0.1185159812
2118	0.1185093416
2119	0.1184542293
2120	0.1184202064
2121	0.1183673005
2122	0.1183260341
2123	0.118266507
2124	0.1181869667
2125	0.1181780653
2126	0.118124943
2127	0.1180888173
2128	0.1180756923
2129	0.1180338618
2130	0.1179939434
2131	0.117944752
2132	0.1178977193
2133	0.1178402027
2134	0.1178030462
2135	0.1177767398
2136	0.1177369048
2137	0.1176740313
2138	0.1176285574
2139	0.117584829
2140	0.1175213648
2141	0.1175128712
2142	0.1174427571
2143	0.1174330985
2144	0.1173378895
2145	0.1173035884
2146	0.1172938848
2147	0.117274676
2148	0.1172617189
2149	0.117188405
2150	0.1171332933
2151	0.1170978861
2152	0.1170388981
2153	0.1170041881
2154	0.116939768
2155	0.1169300924
2156	0.1169036916
2157	0.1168680039
2158	0.1168301552
2159	0.1167682314
2160	0.1166851703
2161	0.1166106577
2162	0.1165517876
2163	0.1164988548
2164	0.1164503121
2165	0.1164320351
2166	0.1164050689
2167	0.1163814633
2168	0.1163488072
2169	0.1163027212
2170	0.1162429185
2171	0.1162114117
2172	0.1161881978
2173	0.1161522566
2174	0.1161194937
2175	0.1161004585
2176	0.1160867948
2177	0.1160785195
2178	0.1160430253
2179	0.1159129573
2180	0.1158963065
2181	0.1158239595
2182	0.1157794034
2183	0.1157273114
2184	0.1156970636
2185	0.1156628899
2186	0.1156333445
2187	0.1155895976
2188	0.1155628557
2189	0.1155537714
2190	0.1155377283
2191	0.1154995407
2192	0.1154343969
2193	0.1154132339
2194	0.1154066636
2195	0.1153232315
2196	0.1153147522
2197	0.115266222
2198	0.1151958596
2199	0.1151387659
2200	0.1151115219
2201	0.1150668121
2202	0.1150068557
2203	0.1149577474
2204	0.1148982585
2205	0.1148600276
2206	0.1148070389
2207	0.1147629219
2208	0.1147168042
2209	0.1146575843
2210	0.1145992704
2211	0.1144549623
2212	0.114409162
2213	0.1143732829
2214	0.1143106745
2215	0.1142897731
2216	0.1142523573
2217	0.1142041202
2218	0.1141757451
2219	0.1141550897
2220	0.1141182097
2221	0.1141015925
2222	0.1140513094
2223	0.1140131202
2224	0.1139310728
2225	0.1138753049
2226	0.1138087471
2227	0.113786134
2228	0.1137475664
2229	0.1137122685
2230	0.1136740888
2231	0.1136175066
2232	0.1135828663
2233	0.113521511
2234	0.113488012
2235	0.1134481356
2236	0.1133793289
2237	0.1133208209
2238	0.1132370074
2239	0.1132147039
2240	0.1131160523
2241	0.1130776058
2242	0.1130295745
2243	0.1129682006
2244	0.1129414019
2245	0.1128999185
2246	0.1128700358
2247	0.1128533125
2248	0.1128144797
2249	0.1128144796
2250	0.1127365618
2251	0.1127089398
2252	0.1126627189
2253	0.1126533386
2254	0.1126100087
2255	0.1125659188
2256	0.1125080068
2257	0.112485176
2258	0.1124430722
2259	0.1124179937
2260	0.1124123414
2261	0.1123589632
2262	0.1123314523
2263	0.1122904196
2264	0.1122487781
2265	0.1121834097
2266	0.1121492283
2267	0.1121310301
2268	0.112086817
2269	0.112077234
2270	0.1120489994
2271	0.1120070823
2272	0.1119322198
2273	0.11191283
2274	0.1118885328
2275	0.1118027894
2276	0.1117642033
2277	0.1117456791
2278	0.1116617121
2279	0.111614764
2280	0.1115847388
2281	0.1115815837
2282	0.1115213737
2283	0.1114854289
2284	0.1114329072
2285	0.1113771142
2286	0.1113569077
2287	0.1113085562
2288	0.1112738806
2289	0.1112111529
2290	0.1111849023
2291	0.1111561936
2292	0.1111263633
2293	0.1111243524
2294	0.1110190284
2295	0.110999141
2296	0.1109751559
2297	0.1109376619
2298	0.1108958209
2299	0.1108832346
2300	0.110859432
2301	0.1108426604
2302	0.1107899695
2303	0.1107518523
2304	0.1107138445
2305	0.1106860116
2306	0.1106415792
2307	0.1105906519
2308	0.110549342
2309	0.1105162293
2310	0.1104641583
2311	0.1104387311
2312	0.1103959216
2313	0.1103717441
2314	0.1103258139
2315	0.1102639528
2316	0.1102468571
2317	0.1101755828
2318	0.1100996819
2319	0.110089783
2320	0.1100749094
2321	0.1100385859
2322	0.1100063624
2323	0.1099751737
2324	0.1099348142
2325	0.1098989933
2326	0.1098719488
2327	0.1098276605
2328	0.1098023394
2329	0.1097760417
2330	0.1097084393
2331	0.1096237792
2332	0.1096148905
2333	0.1095995645
2334	0.109547118
2335	0.1095090202
2336	0.1094851695
2337	0.1094250768
2338	0.1093691781
2339	0.1093321978
2340	0.1092842355
2341	0.1092724436
2342	0.1092542615
2343	0.1092352012
2344	0.1091910515
2345	0.1091359751
2346	0.1091149625
2347	0.1090878172
2348	0.1090428954
2349	0.1089812278
2350	0.1089393262
2351	0.1088755119
2352	0.1088163223
2353	0.1087882688
2354	0.1087242949
2355	0.1087210999
2356	0.1086581747
2357	0.1086283163
2358	0.1086029311
2359	0.1085965744
2360	0.1085965744
2361	0.1085584083
2362	0.108530655
2363	0.1084897956
2364	0.1084639926
2365	0.1084219554
2366	0.1083928097
2367	0.1083535438
2368	0.1083300564
2369	0.1083090932
2370	0.1082908274
2371	0.1082471659
2372	0.1081998253
2373	0.1081429873
2374	0.1081241459
2375	0.108053246
2376	0.1080435467
2377	0.108021035
2378	0.1079913068
2379	0.1079592888
2380	0.1079298792
2381	0.107890561
2382	0.1078358933
2383	0.1078125887
2384	0.1077994604
2385	0.1077269895
2386	0.1076842834
2387	0.1076356346
2388	0.107598318
2389	0.1075581924
2390	0.1075108413
2391	0.1074937007
2392	0.1074691461
2393	0.1074031892
2394	0.1073759128
2395	0.1073334476
2396	0.1072999336
2397	0.1072787221
2398	0.1072583526
2399	0.1072248195
2400	0.107194733
2401	0.1071430937
2402	0.1070856426
2403	0.1070500599
2404	0.1070303549
2405	0.1069710199
2406	0.1069163301
2407	0.1068683347
2408	0.1068322958
2409	0.1067375534
2410	0.1067117151
2411	0.1066973618
2412	0.1066584446
2413	0.1066375032
2414	0.1066219677
2415	0.1066168436
2416	0.1065662475
2417	0.1065437666
2418	0.1064936575
2419	0.1064773041
2420	0.1064417498
2421	0.1064130193
2422	0.1063973802
2423	0.1063511251
2424	0.1063164833
2425	0.106289138
2426	0.1062752385
2427	0.106192175
2428	0.106164527
2429	0.1061456257
2430	0.1060679519
2431	0.1060218088
2432	0.1059585647
2433	0.1059179182
2434	0.1058693777
2435	0.1058289245
2436	0.1057916519
2437	0.1057678319
2438	0.1057236002
2439	0.1056620244
2440	0.1056150449
2441	0.1055790835
2442	0.1055401542
2443	0.1055213756
2444	0.1054592966
2445	0.105400326
2446	0.1053831613
2447	0.1053354582
2448	0.1053194253
2449	0.1052653691
2450	0.1052560731
2451	0.105242842
2452	0.1052195549
2453	0.105209777
2454	0.1051407466
2455	0.1050947156
2456	0.105070895
2457	0.1050371013
2458	0.1049778567
2459	0.1049495202
2460	0.1049413325
2461	0.1049120323
2462	0.1048679832
2463	0.1048454469
2464	0.1048203216
2465	0.104737805
2466	0.1047271196
2467	0.1047017017
2468	0.1046466345
2469	0.1046202051
2470	0.1045758965
2471	0.1045594058
2472	0.1044992274
2473	0.1044560035
2474	0.1044260918
2475	0.1044014954
2476	0.1043569971
2477	0.1042368216
2478	0.1041952041
2479	0.1041559621
2480	0.1041261532
2481	0.1040791237
2482	0.1040338524
2483	0.1040048184
2484	0.1039678572
2485	0.1039069522
2486	0.1038849183
2487	0.1038349263
2488	0.1038023115
2489	0.1037697127
2490	0.1037432613
2491	0.1037119501
2492	0.1036806773
2493	0.1036219421
2494	0.1036154536
2495	0.1035507711
2496	0.1035314997
2497	0.1034892733
2498	0.1034673953
2499	0.1034560264
