iter	RMSE
122	0.4184137722
123	0.4178811405
124	0.4172098555
125	0.4167072906
126	0.416273123
127	0.4158419957
128	0.4145641905
129	0.4139365574
130	0.4131024751
131	0.4127848196
132	0.4118235275
133	0.4109967307
134	0.4106087092
135	0.4092985624
136	0.4090994998
137	0.4077296032
138	0.4066086963
139	0.4058240498
140	0.4050531358
141	0.4041019863
142	0.4032306025
143	0.4025764392
144	0.4023375129
145	0.4012276968
146	0.4010666392
147	0.4008262038
148	0.4002516253
149	0.3996432418
150	0.398295613
151	0.3965956325
152	0.3962766253
153	0.3945969989
154	0.3936440589
155	0.3930125007
156	0.3922908293
157	0.3908849338
158	0.390003341
159	0.38950538
160	0.3888615573
161	0.3874111969
162	0.3868791187
163	0.3864615578
164	0.3860781905
165	0.3846075726
166	0.3841909302
167	0.3833345119
168	0.3832574969
169	0.3830279406
170	0.3825725341
171	0.3820917051
172	0.3814536394
173	0.3810870776
174	0.3805697173
175	0.380235925
176	0.3794905097
177	0.3786415832
178	0.3782834727
179	0.3776703668
180	0.3772579451
181	0.3769208811
182	0.3760246463
183	0.3752756127
184	0.3745547418
185	0.3741420647
186	0.3737270101
187	0.3728256375
188	0.3723652203
189	0.3718050021
190	0.3703155936
191	0.3692611423
192	0.3684894753
193	0.3680168391
194	0.3671277608
195	0.3669967843
196	0.3659952255
197	0.3652315379
198	0.3646601762
199	0.3639896116
200	0.3636428774
201	0.3628545531
202	0.3623553296
203	0.3613828796
204	0.3609001229
205	0.3604040108
206	0.3597651413
207	0.3589036847
208	0.3582636196
209	0.357991224
210	0.3573642427
211	0.3570474612
212	0.3567806854
213	0.3563571649
214	0.3560026674
215	0.3553971884
216	0.3550704663
217	0.3547064711
218	0.3538256024
219	0.3530626158
220	0.3525492399
221	0.3519285087
222	0.3514982328
223	0.3511498133
224	0.3505804229
225	0.3500212435
226	0.3495751429
227	0.3491458513
228	0.34871812
229	0.3483069425
230	0.3475415805
231	0.3473784501
232	0.3471316526
233	0.3466972652
234	0.3465500418
235	0.3457495138
236	0.3454667665
237	0.3451969638
238	0.3450051751
239	0.3447834491
240	0.3444755272
241	0.344267022
242	0.3439147242
243	0.3434438025
244	0.3427103383
245	0.3420365372
246	0.3413287095
247	0.3407838453
248	0.3401788877
249	0.3399731522
250	0.3397699053
251	0.3396850899
252	0.3394749809
253	0.3391975165
254	0.3385725401
255	0.3381548182
256	0.3377170707
257	0.3374266649
258	0.3366904908
259	0.3363833044
260	0.3362292774
261	0.335919902
262	0.3357528811
263	0.33520317
264	0.3348959376
265	0.3345671246
266	0.3343987835
267	0.3340060936
268	0.3334310347
269	0.3327743425
270	0.3325903849
271	0.3325083029
272	0.3320805145
273	0.3316506145
274	0.3311784369
275	0.3311275082
276	0.3308406177
277	0.3305328452
278	0.3299685268
279	0.3298010503
280	0.3294127413
281	0.3287943974
282	0.3286137191
283	0.3279682757
284	0.3277862676
285	0.32755338
286	0.3274617137
287	0.3273375299
288	0.3268782673
289	0.3262894078
290	0.3259213076
291	0.3256666527
292	0.3254584767
293	0.3249915479
294	0.3246679885
295	0.3240145521
296	0.3234213962
297	0.3228460294
298	0.3223778446
299	0.321857101
300	0.3214921219
301	0.3211776453
302	0.3210756255
303	0.3203534824
304	0.3199896399
305	0.3197408064
306	0.3194429218
307	0.3188177427
308	0.3185445368
309	0.3180973131
310	0.3174389859
311	0.3169031507
312	0.3168359454
313	0.3165844947
314	0.3162217997
315	0.3160633913
316	0.3158100068
317	0.31549771
318	0.3153392716
319	0.3150405264
320	0.3148469951
321	0.314501084
322	0.3139118233
323	0.3136884373
324	0.3134104283
325	0.3130448457
326	0.3123643481
327	0.3120404932
328	0.3119473173
329	0.3115951273
330	0.3112882428
331	0.3110464609
332	0.3106059521
333	0.310096275
334	0.3095100525
335	0.3091726062
336	0.3085779235
337	0.3084979076
338	0.3082732891
339	0.3078490985
340	0.3074723454
341	0.3072306398
342	0.3067945094
343	0.3062252742
344	0.3057954144
345	0.3054383325
346	0.3049480341
347	0.3047211722
348	0.3045010451
349	0.3034724327
350	0.3029911217
351	0.3024541879
352	0.302386019
353	0.3021450969
354	0.3019729494
355	0.3015701344
356	0.3014958475
357	0.301184219
358	0.3011392637
359	0.3007647431
360	0.3007128822
361	0.3005346942
362	0.300038535
363	0.2995163176
364	0.2993259876
365	0.2991585672
366	0.2990595141
367	0.2989206111
368	0.2986178653
369	0.2982408686
370	0.2981414309
371	0.2978413878
372	0.2975957444
373	0.2971304062
374	0.2966635409
375	0.2961459399
376	0.2960272282
377	0.2955489008
378	0.2953737507
379	0.2949944454
380	0.2947261714
381	0.2942959377
382	0.2939469458
383	0.2937081493
384	0.2932533572
385	0.2929272448
386	0.2927910183
387	0.292525082
388	0.2923167257
389	0.291952753
390	0.2915859437
391	0.2913065482
392	0.2911744795
393	0.2909445956
394	0.2904294882
395	0.2900889697
396	0.2898957943
397	0.2897199914
398	0.2893852571
399	0.2893126723
400	0.2889076085
401	0.2885251593
402	0.2883191108
403	0.2882565598
404	0.2879686803
405	0.2877761007
406	0.2874907411
407	0.2872786313
408	0.2871754292
409	0.2869823332
410	0.2867656616
411	0.2862689571
412	0.286041366
413	0.2859469772
414	0.2858251013
415	0.2857292416
416	0.2854254741
417	0.2851116253
418	0.2849783822
419	0.284860417
420	0.2846116431
421	0.2843674394
422	0.2843111439
423	0.2841675891
424	0.2839299385
425	0.2836740682
426	0.2835152782
427	0.2833400832
428	0.2830406691
429	0.2826194666
430	0.2819666814
431	0.2816479782
432	0.2813578901
433	0.2810477397
434	0.2808080211
435	0.2802737601
436	0.2802258221
437	0.2794710785
438	0.2793509061
439	0.2791045399
440	0.2788070925
441	0.2784550403
442	0.278145662
443	0.2779273754
444	0.2778005948
445	0.2775322605
446	0.2772329783
447	0.2768748698
448	0.2764845439
449	0.2763344644
450	0.2762145652
451	0.2760378417
452	0.2758138214
453	0.2755650039
454	0.2754083751
455	0.2754083739
456	0.2751705114
457	0.2748675002
458	0.2744674952
459	0.2743547553
460	0.2741131659
461	0.2738233138
462	0.2735228935
463	0.2731067503
464	0.2726707661
465	0.2724944332
466	0.2723158234
467	0.2720713229
468	0.2719177821
469	0.2716493754
470	0.2715154377
471	0.2710540092
472	0.2709634325
473	0.2707879086
474	0.2705637683
475	0.2702330613
476	0.2701594078
477	0.2698540539
478	0.2695422549
479	0.2692807943
480	0.2690607546
481	0.2689095032
482	0.2687387703
483	0.2684755156
484	0.2682939446
485	0.2681104096
486	0.2678806357
487	0.2678082864
488	0.2676659189
489	0.2675633415
490	0.2672270673
491	0.2669523915
492	0.2663456682
493	0.2660782963
494	0.2658417036
495	0.2653839429
496	0.26522292
497	0.2650333026
498	0.2646647829
499	0.2643981097
500	0.2642043248
501	0.2639205342
502	0.2637084756
503	0.2636188082
504	0.2634901008
505	0.2634360713
506	0.2632152942
507	0.2629207251
508	0.2627143609
509	0.2623923927
510	0.2623111412
511	0.261725949
512	0.2613961528
513	0.2612106769
514	0.2610505364
515	0.2608396138
516	0.2606905644
517	0.2605351657
518	0.260234389
519	0.2600961672
520	0.2599233302
521	0.2598076239
522	0.2593769745
523	0.2588926452
524	0.2587947665
525	0.2587068008
526	0.2584547023
527	0.258256361
528	0.2580865853
529	0.2578126345
530	0.2577133797
531	0.2575742496
532	0.2573577233
533	0.2572890024
534	0.2569650099
535	0.2568370128
536	0.2564081469
537	0.2564067867
538	0.2562905161
539	0.2561572596
540	0.2559831899
541	0.2558137034
542	0.2556904115
543	0.2554141949
544	0.2552157684
545	0.2551580998
546	0.2549754601
547	0.2546235037
548	0.2545048398
549	0.2541992736
550	0.2540301178
551	0.2538706138
552	0.253657766
553	0.2535576553
554	0.2533942814
555	0.2531196455
556	0.2529255287
557	0.2526098803
558	0.2524304011
559	0.2523143233
560	0.2519059228
561	0.2517922926
562	0.2516872793
563	0.2513483403
564	0.251093361
565	0.2508140331
566	0.2505800502
567	0.2501439727
568	0.2500890173
569	0.2499378764
570	0.2498382227
571	0.2495167815
572	0.2494583385
573	0.2492366942
574	0.2490564134
575	0.2489605764
576	0.2488947985
577	0.24878419
578	0.2485331586
579	0.2484022322
580	0.2482770135
581	0.2480638883
582	0.2478028559
583	0.2477139103
584	0.2474227445
585	0.2472690037
586	0.2469928687
587	0.2467424361
588	0.2466740383
589	0.2465159994
590	0.2460922706
591	0.2458995083
592	0.2456619901
593	0.2455073937
594	0.2454134966
595	0.2452581239
596	0.2451593304
597	0.2450292131
598	0.2446933343
599	0.2445359668
600	0.2445018656
601	0.2443974943
602	0.2441968954
603	0.2440050132
604	0.2439353881
605	0.2437623537
606	0.243491948
607	0.2433588541
608	0.2431084868
609	0.2430100311
610	0.2428928768
611	0.2427242447
612	0.2425697306
613	0.2424690368
614	0.2422523692
615	0.2421774577
616	0.2420243239
617	0.2418901456
618	0.2415815578
619	0.2414627162
620	0.2412547137
621	0.241090692
622	0.2410353455
623	0.240749965
624	0.2405092189
625	0.2401888552
626	0.2400714764
627	0.2400181675
628	0.2398832465
629	0.2397333302
630	0.2392307157
631	0.2391199323
632	0.2391199259
633	0.2390539547
634	0.2388102385
635	0.2387271751
636	0.2385717391
637	0.2383075567
638	0.2382074965
639	0.2380911971
640	0.2380722681
641	0.2379438449
642	0.2377560757
643	0.237560024
644	0.237450752
645	0.2373642139
646	0.237289633
647	0.2370869114
648	0.2369797013
649	0.2368106614
650	0.2367236978
651	0.2366813881
652	0.2366716685
653	0.2365908056
654	0.2363862449
655	0.236267297
656	0.2360756131
657	0.2360160403
658	0.2358458167
659	0.2356802765
660	0.2355967911
661	0.2354842624
662	0.2352523224
663	0.2351457457
664	0.2350034614
665	0.2349445038
666	0.234869178
667	0.2346535713
668	0.2344562494
669	0.2340270602
670	0.233638619
671	0.2334895627
672	0.2332832888
673	0.2329625975
674	0.232847985
675	0.2326301067
676	0.2325475581
677	0.2324035556
678	0.232235785
679	0.2321756599
680	0.2319700087
681	0.2318373393
682	0.2317220018
683	0.2315235605
684	0.2313721263
685	0.2312581081
686	0.2310561039
687	0.2308677617
688	0.2308001804
689	0.2306476326
690	0.2304059807
691	0.2302833898
692	0.2300057871
693	0.2298868756
694	0.2297664727
695	0.2296281268
696	0.2293998707
697	0.2291369824
698	0.2289760733
699	0.2288380063
700	0.2286978524
701	0.2286183419
702	0.2285861594
703	0.2283595067
704	0.2281662112
705	0.2280878705
706	0.2280102299
707	0.227870201
708	0.2278151688
709	0.2276827095
710	0.2275135677
711	0.2273368049
712	0.2271386367
713	0.2269545872
714	0.2268370076
715	0.2267246344
716	0.2266192337
717	0.2263742499
718	0.226297061
719	0.2259473802
720	0.2257763642
721	0.2255351857
722	0.2254017218
723	0.2252266861
724	0.2250557762
725	0.2250045962
726	0.224701451
727	0.2245820754
728	0.2244127536
729	0.2243395394
730	0.2241795749
731	0.2240365967
732	0.2239230734
733	0.2238444793
734	0.2237903319
735	0.2236048204
736	0.2235295309
737	0.2234448672
738	0.2230521552
739	0.2227818561
740	0.2226459075
741	0.2225486444
742	0.2224754502
743	0.2223268316
744	0.2222839847
745	0.2222127551
746	0.2220241269
747	0.2218894197
748	0.2217579472
749	0.221642654
750	0.2213731187
751	0.2212055728
752	0.2210525528
753	0.2210281827
754	0.2210024261
755	0.2207993542
756	0.2206645454
757	0.2204399305
758	0.2203331212
759	0.2201031674
760	0.2199804158
761	0.2198950614
762	0.219759642
763	0.2196858315
764	0.21945926
765	0.2193876732
766	0.2190167625
767	0.2189860322
768	0.218757216
769	0.2186171766
770	0.2184994329
771	0.2182600808
772	0.2181073408
773	0.2178857324
774	0.2176853269
775	0.2176001407
776	0.2174906091
777	0.2174302508
778	0.2173195478
779	0.2170782995
780	0.2169762639
781	0.2168552673
782	0.2167226591
783	0.2166008828
784	0.2165032731
785	0.2163019901
786	0.2160533481
787	0.2158911809
788	0.2158010024
789	0.2156937121
790	0.215645897
791	0.2156005137
792	0.2152565944
793	0.2151004177
794	0.2149206462
795	0.2148322736
796	0.2145795923
797	0.214494613
798	0.2144669102
799	0.2143255227
800	0.2142510372
801	0.214135022
802	0.2140091182
803	0.2139547718
804	0.2138517123
805	0.2138045188
806	0.2137329087
807	0.2135405101
808	0.2135036454
809	0.2132759765
810	0.2132106594
811	0.2130728711
812	0.2129686726
813	0.2128453174
814	0.2125258678
815	0.2124277593
816	0.212234441
817	0.2121721971
818	0.2120606455
819	0.2119806411
820	0.2119141574
821	0.2116838926
822	0.2115688494
823	0.2114494294
824	0.2111359393
825	0.2110200467
826	0.2108746728
827	0.2107632662
828	0.2106424317
829	0.2104581013
830	0.2103839078
831	0.2102598107
832	0.2101675379
833	0.2100445201
834	0.2099540801
835	0.2097834529
836	0.2096405231
837	0.2095164473
838	0.2092836537
839	0.2091964996
840	0.2090600581
841	0.2089572606
842	0.2089217205
843	0.2088730629
844	0.2087239289
845	0.2085984814
846	0.2084473877
847	0.2082711333
848	0.208043822
849	0.2080264891
850	0.2078934045
851	0.2078215702
852	0.2077248285
853	0.2076018374
854	0.2074603349
855	0.2074603344
856	0.2073624973
857	0.2072378859
858	0.2069561529
859	0.2069095477
860	0.2068701266
861	0.206791677
862	0.2066381543
863	0.206537776
864	0.2064950387
865	0.2063286891
866	0.2062571686
867	0.2062070154
868	0.2061755167
869	0.2060816584
870	0.2059032823
871	0.2058345176
872	0.2057661281
873	0.2056315444
874	0.2055302365
875	0.2054229656
876	0.2052872136
877	0.2050096434
878	0.2049618762
879	0.2049536332
880	0.2047993983
881	0.2046262518
882	0.2045507482
883	0.2043733518
884	0.2042551942
885	0.2040021367
886	0.2039115205
887	0.2038363794
888	0.2036116183
889	0.2035281208
890	0.2034318887
891	0.2034049106
892	0.2033134799
893	0.2031729606
894	0.2030187937
895	0.2027214248
896	0.2026594166
897	0.2025393822
898	0.2024836404
899	0.2023930777
900	0.2023335387
901	0.2022584795
902	0.2021049749
903	0.2019495465
904	0.2017835066
905	0.2016501497
906	0.2016200824
907	0.2015699679
908	0.2014761405
909	0.2013441314
910	0.2012946689
911	0.2012154899
912	0.2011206071
913	0.2009779484
914	0.2008763302
915	0.2008158116
916	0.2007156184
917	0.2006658384
918	0.2005619104
919	0.2004155129
920	0.200295105
921	0.2001707072
922	0.2000148329
923	0.1999050563
924	0.1998184006
925	0.1997254105
926	0.1996707237
927	0.1995455207
928	0.1994367337
929	0.1993878636
930	0.1992274001
931	0.1990371074
932	0.1988194647
933	0.1987997365
934	0.1987317383
935	0.1986254237
936	0.1985669864
937	0.1984979599
938	0.1983401242
939	0.1982062611
940	0.1981016333
941	0.1979926399
942	0.1979126579
943	0.1978652879
944	0.1976768692
945	0.1975030099
946	0.1973977426
947	0.1973379758
948	0.1973137068
949	0.1972627724
950	0.1972491541
951	0.1971060017
952	0.1969638474
953	0.1969076911
954	0.1967972784
955	0.1967181628
956	0.196495031
957	0.1964391116
958	0.196364574
959	0.1962361109
960	0.1961544154
961	0.1959096084
962	0.1958782416
963	0.1957908836
964	0.1957181419
965	0.1956819427
966	0.195510278
967	0.1954567598
968	0.1952620515
969	0.1951734587
970	0.1950435496
971	0.1949860435
972	0.1947638805
973	0.1947485627
974	0.1946933097
975	0.1945162634
976	0.1943786945
977	0.1943074184
978	0.1942509745
979	0.1942109559
980	0.1941380042
981	0.1940102617
982	0.1939537977
983	0.1939109608
984	0.1938408782
985	0.1937843563
986	0.1936479201
987	0.1935416591
988	0.1934122504
989	0.1933004431
990	0.1931427004
991	0.1930280846
992	0.1928914941
993	0.1927556897
994	0.1927535776
995	0.1926271085
996	0.1925940181
997	0.1924960784
998	0.1923894408
999	0.1923093196
1000	0.1922151194
1001	0.1921204748
1002	0.1920316288
1003	0.191978223
1004	0.1918997862
1005	0.1918312628
1006	0.1916844797
1007	0.1914905896
1008	0.1913991371
1009	0.1912415259
1010	0.1911216941
1011	0.1910485486
1012	0.1909537847
1013	0.190823047
1014	0.1905684585
1015	0.1904574149
1016	0.1903243455
1017	0.1902773184
1018	0.1901971299
1019	0.1900748326
1020	0.1900098624
1021	0.189885243
1022	0.1898406957
1023	0.1897662754
1024	0.1896604187
1025	0.1895848593
1026	0.1894816684
1027	0.1893363877
1028	0.1892903156
1029	0.1891610787
1030	0.1891177261
1031	0.1889849522
1032	0.1889163169
1033	0.1888712866
1034	0.1887647276
1035	0.1886922163
1036	0.1886320061
1037	0.1885651314
1038	0.1884911289
1039	0.1884306745
1040	0.1883768867
1041	0.1882549041
1042	0.1881963272
1043	0.1880711426
1044	0.187943042
1045	0.1878051687
1046	0.1876782498
1047	0.187607366
1048	0.187514268
1049	0.1873945462
1050	0.1872052176
1051	0.1871530456
1052	0.1871345322
1053	0.1870775096
1054	0.1869793365
1055	0.1868512339
1056	0.1867670096
1057	0.1866409117
1058	0.1865946392
1059	0.1864737558
1060	0.1863822081
1061	0.1862899772
1062	0.1862412764
1063	0.1860929374
1064	0.1860053056
1065	0.1858904455
1066	0.1858321816
1067	0.1857287401
1068	0.1856338546
1069	0.1855738863
1070	0.1854876579
1071	0.18537905
1072	0.1852675653
1073	0.1851174668
1074	0.1850258572
1075	0.1849590534
1076	0.1848306319
1077	0.1847837502
1078	0.1846816515
1079	0.1846214156
1080	0.1845032434
1081	0.1844154959
1082	0.1843763252
1083	0.1843466914
1084	0.1843188487
1085	0.1842374222
1086	0.1841926414
1087	0.1841645502
1088	0.1840886068
1089	0.1838996773
1090	0.1837791358
1091	0.1836811279
1092	0.1835861163
1093	0.1835254943
1094	0.1834225022
1095	0.1833966035
1096	0.1833657502
1097	0.1833006381
1098	0.1831010129
1099	0.1830521036
1100	0.1829474989
1101	0.1829110404
1102	0.182813542
1103	0.1827212975
1104	0.1826602744
1105	0.1826330077
1106	0.1825832715
1107	0.1825114844
1108	0.1823946075
1109	0.182318629
1110	0.1821866498
1111	0.1820481219
1112	0.181955668
1113	0.1818395864
1114	0.1817523719
1115	0.1816785032
1116	0.1816493151
1117	0.1815081315
1118	0.1814097105
1119	0.1812792286
1120	0.1812003228
1121	0.1811191393
1122	0.1810092762
1123	0.1809087796
1124	0.1808494207
1125	0.1807697139
1126	0.18063062
1127	0.1805132483
1128	0.1805128084
1129	0.1804581058
1130	0.1803345741
1131	0.1802573471
1132	0.1801893171
1133	0.180133301
1134	0.1800428128
1135	0.1799892797
1136	0.1798013364
1137	0.1797212096
1138	0.1796632211
1139	0.179487717
1140	0.1794161558
1141	0.1793093076
1142	0.1792331123
1143	0.1791147291
1144	0.1790869047
1145	0.1790225829
1146	0.1789497608
1147	0.1787944169
1148	0.1787313533
1149	0.1786229571
1150	0.178447569
1151	0.1783166227
1152	0.1782165092
1153	0.1781798483
1154	0.1780882394
1155	0.1780003515
1156	0.1779380003
1157	0.1778745458
1158	0.1777752277
1159	0.177651993
1160	0.177594881
1161	0.1775431331
1162	0.177483556
1163	0.1772986208
1164	0.1771868889
1165	0.1771271124
1166	0.1770386027
1167	0.1769869342
1168	0.176921665
1169	0.1768233278
1170	0.1767152594
1171	0.1766222916
1172	0.1765653247
1173	0.176481025
1174	0.1763917506
1175	0.1763570141
1176	0.1762895013
1177	0.1762032323
1178	0.1761426291
1179	0.176019579
1180	0.1759357935
1181	0.1758325432
1182	0.1757389376
1183	0.1756014684
1184	0.175549709
1185	0.1753597067
1186	0.1753110035
1187	0.1752285693
1188	0.1751033626
1189	0.175021254
1190	0.1749463698
1191	0.174842356
1192	0.1747376721
1193	0.1747041365
1194	0.1746090393
1195	0.174561835
1196	0.1745213182
1197	0.1744871861
1198	0.1744649277
1199	0.1743495537
1200	0.1743204767
1201	0.1742658916
1202	0.1741317322
1203	0.174037718
1204	0.1738694561
1205	0.1738073124
1206	0.1737121965
1207	0.1736079224
1208	0.1734896084
1209	0.1733744426
1210	0.1732667793
1211	0.1730968253
1212	0.1729810896
1213	0.1729619068
1214	0.1728553629
1215	0.1728313288
1216	0.1727624811
1217	0.1726311968
1218	0.1726117989
1219	0.1724532468
1220	0.1724072416
1221	0.1723262562
1222	0.1722136584
1223	0.1721328264
1224	0.1720396488
1225	0.1718235044
1226	0.1717620773
1227	0.1716798556
1228	0.1716281075
1229	0.1715384552
1230	0.1714232961
1231	0.1713738906
1232	0.1713534115
1233	0.1712320048
1234	0.1711188841
1235	0.1709863875
1236	0.1709451012
1237	0.1707908222
1238	0.1706966842
1239	0.1705584183
1240	0.1704447799
1241	0.1703672174
1242	0.1703215716
1243	0.1702815201
1244	0.1702182409
1245	0.1701418149
1246	0.1700678741
1247	0.1699849722
1248	0.1698362054
1249	0.1698027565
1250	0.1697487339
1251	0.1697159332
1252	0.1696165203
1253	0.1695669661
1254	0.1694955485
1255	0.1694100423
1256	0.1693222924
1257	0.1692507835
1258	0.1692104204
1259	0.1690983245
1260	0.1690601254
1261	0.1689666673
1262	0.1687435185
1263	0.168707976
1264	0.1686664901
1265	0.1686440497
1266	0.1685867134
1267	0.1684299214
1268	0.1682782064
1269	0.1681971043
1270	0.1681150026
1271	0.1679861383
1272	0.1679364087
1273	0.1679037095
1274	0.1678530117
1275	0.1677502308
1276	0.1676669381
1277	0.1676110917
1278	0.1676110917
1279	0.1675926508
1280	0.1674568617
1281	0.1674002755
1282	0.1673332767
1283	0.1672814642
1284	0.1672376897
1285	0.1671990357
1286	0.1671230318
1287	0.1670960756
1288	0.1670674381
1289	0.166998074
1290	0.166967112
1291	0.166960191
1292	0.1668122865
1293	0.1667153661
1294	0.1666150539
1295	0.1665432695
1296	0.1665042754
1297	0.166454263
1298	0.1663192913
1299	0.1661987193
1300	0.1661640258
1301	0.1661019917
1302	0.1660381269
1303	0.1659585625
1304	0.1658725703
1305	0.1657595829
1306	0.1657222927
1307	0.1656348746
1308	0.1655872927
1309	0.165459676
1310	0.165408605
1311	0.165265122
1312	0.1652634046
1313	0.1652515935
1314	0.165186338
1315	0.1651625037
1316	0.1651092805
1317	0.1649373043
1318	0.1647310077
1319	0.1646557558
1320	0.1645973535
1321	0.1645060174
1322	0.1644169205
1323	0.1643450694
1324	0.1643019854
1325	0.1642264175
1326	0.1640999964
1327	0.164045185
1328	0.1639648633
1329	0.1639190662
1330	0.1638862763
1331	0.163837987
1332	0.1637355831
1333	0.1637027123
1334	0.1635854346
1335	0.1635003502
1336	0.163454538
1337	0.163385804
1338	0.1632960149
1339	0.163195204
1340	0.1631050146
1341	0.1630661138
1342	0.1630062621
1343	0.1629270397
1344	0.1628690309
1345	0.1627765981
1346	0.1627384644
1347	0.1626957042
1348	0.1626033471
1349	0.1625280336
1350	0.1623284232
1351	0.1622559092
1352	0.1622048759
1353	0.1621767809
1354	0.1620743355
1355	0.1620188606
1356	0.1619965631
1357	0.1619393022
1358	0.1618631112
1359	0.1617406271
1360	0.161648335
1361	0.1615453865
1362	0.1614193832
1363	0.1613300362
1364	0.1612360557
1365	0.1610769776
1366	0.1609682895
1367	0.1609402151
1368	0.1608914203
1369	0.1608655316
1370	0.1608178775
1371	0.1607397994
1372	0.1606818201
1373	0.1605722888
1374	0.1604621484
1375	0.1603442303
1376	0.1602426797
1377	0.1601984307
1378	0.1600851641
1379	0.1600074616
1380	0.1598852449
1381	0.1598018363
1382	0.1596799314
1383	0.1596538965
1384	0.159612517
1385	0.1595592405
1386	0.1594390495
1387	0.1593485737
1388	0.1592804481
1389	0.1592628181
1390	0.1591756622
1391	0.1590554554
1392	0.1589362868
1393	0.1588891708
1394	0.1588353881
1395	0.1587573714
1396	0.1586714495
1397	0.1585307786
1398	0.1584642107
1399	0.1583766901
1400	0.1583431787
1401	0.1582288924
1402	0.1581267673
1403	0.1580513613
1404	0.1580269842
1405	0.1579926063
1406	0.1579495716
1407	0.1578594803
1408	0.1578029324
1409	0.1576807032
1410	0.157621349
1411	0.157556328
1412	0.1574966721
1413	0.1573971306
1414	0.1573280022
1415	0.1571659726
1416	0.1570663709
1417	0.1569686195
1418	0.1568968357
1419	0.1568108519
1420	0.156665582
1421	0.1565926942
1422	0.1565309743
1423	0.1564584508
1424	0.1563408862
1425	0.1562706487
1426	0.1561175651
1427	0.1560757909
1428	0.1559520478
1429	0.1559227893
1430	0.1557743968
1431	0.1556934306
1432	0.1556082348
1433	0.1555733708
1434	0.155537701
1435	0.1554856351
1436	0.1554571253
1437	0.1553700351
1438	0.1553350276
1439	0.1552624506
1440	0.155227683
1441	0.155109628
1442	0.1550746492
1443	0.1549954548
1444	0.154919525
1445	0.1548463303
1446	0.154833938
1447	0.1548122671
1448	0.1547162743
1449	0.1546576705
1450	0.1545964384
1451	0.1545089236
1452	0.1544582221
1453	0.1544049124
1454	0.1543291117
1455	0.1543097144
1456	0.1542486872
1457	0.1541960243
1458	0.1541550856
1459	0.154147187
1460	0.1541313067
1461	0.153995365
1462	0.1539760351
1463	0.1538939444
1464	0.1538211241
1465	0.1537948531
1466	0.1537306763
1467	0.1536332052
1468	0.1536306005
1469	0.1535731223
1470	0.1535040752
1471	0.1534442291
1472	0.1533135038
1473	0.1532712392
1474	0.1531378675
1475	0.1530763404
1476	0.1530675635
1477	0.1530074834
1478	0.1529278734
1479	0.1529007257
1480	0.1527969794
1481	0.1527102606
1482	0.1526639369
1483	0.1526234226
1484	0.1525741805
1485	0.1525412299
1486	0.1524698671
1487	0.1523230241
1488	0.1522073421
1489	0.1521851968
1490	0.1521210804
1491	0.1520791962
1492	0.1520567008
1493	0.1519713491
1494	0.1519174906
1495	0.1517929237
1496	0.1516934086
1497	0.1516375724
1498	0.1515937384
1499	0.1515653066
1500	0.1515447255
1501	0.1513950754
1502	0.1513950743
1503	0.1513535763
1504	0.1513184828
1505	0.1512045123
1506	0.151133793
1507	0.1510549648
1508	0.1510094227
1509	0.1509818974
